Ticker,RMSE,MAE,MAPE,R2
2330.TW,18.26492480107282,13.942091567766365,5.754118493812509,0.988844989991867
AAPL,5.3909215320554615,3.6490018443600376,5.418082668067071,0.9907437858749583
