Ticker,RMSE,MAE,MAPE,R2
2330.TW,25.52003449928502,18.66728928664306,7.765865262706585,0.9782230676721103
AAPL,7.223145238470859,4.9911174401383365,7.95945902289518,0.9833827150686656
