Ticker,RMSE,MAE,MAPE,R2
2330.TW,18.38441712183871,11.428128669702598,3.756205531145577,0.9886985565184148
AAPL,5.45846092936576,3.3142770833246735,4.140937914381848,0.9905104026849297
