Ticker,RMSE,MAE,MAPE,R2
2330.TW,24.291055740306593,13.39911706449314,3.8568343025018557,0.9802700053095629
AAPL,4.571766811437001,2.8265229877096125,3.646999033251598,0.9933430466609903
