Date,Close,High,Low,Open,Volume,Ticker
2012-01-03,12.333215713500977,12.37130480673157,12.266336163769472,12.278332854684177,302220800,AAPL
2012-01-04,12.399494171142578,12.436683909206419,12.27473180167168,12.296325042280992,260022000,AAPL
2012-01-05,12.537155151367188,12.552750049327827,12.376402690121203,12.444783030200755,271269600,AAPL
2012-01-06,12.668219566345215,12.67871627367621,12.57284824700184,12.589343301621243,318292800,AAPL
2012-01-09,12.648126602172852,12.8286728670019,12.636729741334763,12.761193456263555,394024400,AAPL
2012-01-10,12.693411827087402,12.776187417991977,12.641227006513446,12.773487761287843,258196400,AAPL
2012-01-11,12.67271614074707,12.681713660411893,12.575545330908962,12.676614665511499,215084800,AAPL
2012-01-12,12.637922286987305,12.683208586150355,12.558745742227911,12.664614519269692,212587200,AAPL
2012-01-13,12.590538024902344,12.609732729905552,12.556048740620462,12.587240136250674,226021600,AAPL
2012-01-17,12.73719596862793,12.775884899132876,12.685011160315712,12.722200103926935,242897200,AAPL
2012-01-18,12.86945629119873,12.880252512599695,12.785181536324002,12.804975276265122,276791200,AAPL
2012-01-19,12.828669548034668,12.937236411909115,12.791480602084476,12.900648101431987,261738400,AAPL
2012-01-20,12.605236053466797,12.821171722204708,12.588741001029067,12.82087220530362,413974400,AAPL
2012-01-23,12.818469047546387,12.849660440027437,12.6652149440716,12.67631148135766,306062400,AAPL
2012-01-24,12.60853385925293,12.749192262796376,12.582741773618807,12.749192262796376,547638000,AAPL
2012-01-25,13.395801544189453,13.629431151977856,13.307927763324432,13.629131635053486,958314000,AAPL
2012-01-26,13.334918022155762,13.459679613172332,13.290231546280795,13.446784370703135,323985200,AAPL
2012-01-27,13.41439437866211,13.450383654106647,13.309126208474016,13.32622029344172,299709200,AAPL
2012-01-30,13.586241722106934,13.612933959897964,13.357710358154822,13.367306910373541,379341200,AAPL
2012-01-31,13.690311431884766,13.743095276739169,13.588041631314338,13.663619191723983,391683600,AAPL
2012-02-01,13.681615829467773,13.76559108437094,13.662422721083011,13.748196679208752,270046000,AAPL
2012-02-02,13.649523735046387,13.711004779013292,13.615333963924398,13.672916483441245,186796400,AAPL
2012-02-03,13.786283493041992,13.795880847046083,13.662720763628506,13.714905575178456,286599600,AAPL
2012-02-06,13.91494369506836,13.945234941649982,13.741896620159379,13.747294330659592,249412800,AAPL
2012-02-07,14.060702323913574,14.088294717649012,13.93323946366709,13.95333432474591,316223600,AAPL
2012-02-08,14.29612922668457,14.299427115279059,14.08679098310877,14.110784363946776,407890000,AAPL
2012-02-09,14.790677070617676,14.898045017517921,14.41248991904914,14.418488262593332,884214800,AAPL
2012-02-10,14.79818344116211,14.924145527461555,14.652126491559981,14.724406174029307,631302000,AAPL
2012-02-13,15.07349967956543,15.11038830753046,14.908248044246243,14.981426266401876,517216000,AAPL
2012-02-14,15.279240608215332,15.282238981116262,15.055507852517547,15.13528347168238,460398400,AAPL
2012-02-15,14.925644874572754,15.78398664285141,14.902250522184458,15.423195307675597,1506120000,AAPL
2012-02-16,15.061805725097656,15.142181979903025,14.594544865862954,14.74060182452237,944552000,AAPL
2012-02-17,15.059103965759277,15.22855364615151,15.004519814880334,15.088794578888859,535805200,AAPL
2012-02-21,15.440892219543457,15.440892219543457,15.119087705443073,15.201863293570927,605595200,AAPL
2012-02-22,15.386606216430664,15.460083959641505,15.267541039382941,15.38780588574216,483302400,AAPL
2012-02-23,15.48707103729248,15.53025911945265,15.280433266351675,15.447783080486857,568027600,AAPL
2012-02-24,15.667623519897461,15.682319070016394,15.554558279739886,15.585448566344114,415072000,AAPL
2012-02-27,15.76809310913086,15.850268054739685,15.483777888000812,15.634631899836338,547582000,AAPL
2012-02-28,16.057506561279297,16.057506561279297,15.770792000859158,15.834073356156097,600387200,AAPL
2012-02-29,16.268348693847656,16.423404010815194,16.06620994182297,16.24195756037927,952011200,AAPL
2012-03-01,16.3292236328125,16.44139190763178,16.158274767717586,16.440190636678707,683270000,AAPL
2012-03-02,16.350521087646484,16.399105298764066,16.27074386853382,16.322329655876448,431712400,AAPL
2012-03-05,15.990028381347656,16.41949881831433,15.77529076032211,16.357718246234302,809124400,AAPL
2012-03-06,15.903056144714355,16.00592501303956,15.481981712630008,15.70511545985075,810238800,AAPL
2012-03-07,15.915945053100586,16.128581184495772,15.694310603076792,16.09919009392351,798520800,AAPL
2012-03-08,16.254846572875977,16.284836701223668,15.958834203713746,16.03591094780409,516457200,AAPL
