Date,Close,High,Low,Open,Volume,Ticker
2012-01-02,47.27041244506836,51.06287986612517,47.27041244506836,50.791988228872206,26261000,2330.TW
2012-01-03,47.74446868896485,51.40149285595332,47.74446868896485,51.1306012200971,56936000,2330.TW
2012-01-04,47.74446868896485,51.53693609046733,47.74446868896485,51.53693609046733,56684000,2330.TW
2012-01-05,51.46920394897461,51.46920394897461,50.99514755828071,51.46920394897461,56718000,2330.TW
2012-01-06,51.19830322265625,51.40147316341857,50.72424691664581,51.40147316341857,29866000,2330.TW
2012-01-09,51.19830322265625,51.19830322265625,50.52107697588348,50.9274116905819,27627000,2330.TW
2012-01-10,51.80783081054688,51.80783081054688,51.33377429469812,51.46921753727533,56436000,2330.TW
2012-01-11,51.80783081054688,52.14644408381842,51.53693915856394,52.01100084124121,41075000,2330.TW
2012-01-12,52.14643478393555,52.21415639314657,51.80782157105285,51.943264789474895,55391000,2330.TW
2012-01-13,52.48504638671875,52.82365958921371,52.14643318422379,52.2818763984908,57301000,2330.TW
2012-01-16,50.99515914916992,52.078720550490864,50.521097483897535,51.53693726641623,37659000,2330.TW
2012-01-17,51.19830322265625,51.40147316341857,50.72424691664581,51.40147316341857,43605000,2330.TW
2012-01-18,51.94328308105469,51.94328308105469,51.19833478374827,51.4015048497543,56756000,2330.TW
2012-01-30,53.29771423339844,53.8394974061027,52.28187465969839,52.82365783240265,134364000,2330.TW
2012-01-31,53.16228103637695,53.16228103637695,51.67238478106965,52.89138939900429,84114000,2330.TW
2012-02-01,52.14643478393555,52.620491215240285,51.943264789474895,52.485047996818246,46150000,2330.TW
2012-02-02,52.01099395751953,52.48505041062632,51.53693233758492,52.48505041062632,53946000,2330.TW
2012-02-03,51.60466384887695,51.740112266338045,51.19832893015131,51.67239064102191,47741000,2330.TW
2012-02-06,52.41732406616211,52.48504567237389,51.87554088281311,52.349602459950326,47544000,2330.TW
2012-02-07,52.41732406616211,52.48504567237389,52.01098926206405,52.48504567237389,29943000,2330.TW
2012-02-08,52.48504638671875,52.48504638671875,52.07871157709029,52.48504638671875,34702000,2330.TW
2012-02-09,52.82368469238281,52.823684692382805,51.80784460214468,52.14645796555739,54953000,2330.TW
2012-02-10,52.07872009277344,52.823668226707504,51.94327168953107,52.823668226707504,42117000,2330.TW
2012-02-13,51.87554931640625,52.21416256934209,51.60465768069193,51.740106081963184,36380000,2330.TW
2012-02-14,52.349609375,52.41733099015738,51.60465610778471,52.214160977857205,41995000,2330.TW
2012-02-15,53.16228103637695,53.16228103637695,52.55277614399552,52.55277614399552,70978000,2330.TW
2012-02-16,53.16228103637695,53.43317267374961,52.82366778136818,53.16228103637695,57944000,2330.TW
2012-02-17,54.178104400634766,54.92305230277816,53.77176965099534,53.8394912481308,63929000,2330.TW
2012-02-20,54.178104400634766,54.71988751137178,53.97493444240172,54.58443915027419,31043000,2330.TW
2012-02-21,54.178104400634766,54.178104400634766,53.70404805385988,54.178104400634766,27443000,2330.TW
2012-02-22,53.97495651245117,54.17812655375928,53.50089997183729,54.11040492893284,41090000,2330.TW
2012-02-23,52.891395568847656,53.771792201301054,52.62050389987516,53.50090053232856,59936000,2330.TW
2012-02-24,53.56862258911133,53.56862258911133,52.28189102625496,52.48506107132712,39386000,2330.TW
2012-02-29,54.92306137084961,54.92306137084961,53.77177852898424,54.31355656234485,77948000,2330.TW
2012-03-01,54.24584579467773,54.85535072498776,54.24584579467773,54.85535072498776,21169000,2330.TW
2012-03-02,54.178104400634766,54.24582599777023,53.63632128989775,54.178104400634766,23782000,2330.TW
2012-03-05,53.43317031860352,53.90722678798976,53.162278693170805,53.29772192247316,22782000,2330.TW
2012-03-06,53.83950805664063,53.90722967491855,53.026838303649065,53.90722967491855,27703000,2330.TW
2012-03-07,53.56862258911133,53.7040710081024,53.29773091795806,53.50090096303023,30305000,2330.TW
2012-03-08,53.97495651245117,54.31356980341217,53.63634322149018,54.0426833041064,36169000,2330.TW
2012-03-09,54.178104400634766,54.178104400634766,53.36543490135591,53.8394912481308,22702000,2330.TW
2012-03-12,54.178104400634766,54.51671755313873,53.90721284526626,54.313547594905685,28913000,2330.TW
2012-03-13,55.05849838256836,55.05849838256835,54.24582375013539,54.58443688860918,47221000,2330.TW
2012-03-14,56.34524154663086,56.34524154663086,55.532571830477046,55.80346345813767,60618000,2330.TW
2012-03-15,56.34524154663086,56.34524154663086,55.87118507334581,56.34524154663086,30072000,2330.TW
2012-03-16,54.92306137084961,56.75157579636389,54.92306137084961,56.34523581280903,29079000,2330.TW
2012-03-19,56.68387222290039,57.02248556991134,55.80348062076971,56.68387222290039,37321000,2330.TW
2012-03-20,56.34524154663086,56.95474641716024,56.07435508579829,56.887024801952094,29232000,2330.TW
2012-03-21,57.49653244018555,57.6996972955897,56.75158430338039,57.42881082171749,61534000,2330.TW
2012-03-22,57.69968032836914,58.0382934879648,57.090180774558384,57.56423713126159,37740000,2330.TW
2012-03-23,57.83514404296875,57.83514404296875,57.15791754402726,57.564252410026526,29341000,2330.TW
2012-03-26,56.61612319946289,57.631962749094974,55.87117522976479,57.631962749094974,58830000,2330.TW
2012-03-27,58.10602569580078,58.10602569580078,57.09018612186599,57.56424252297132,34236000,2330.TW
2012-03-28,57.90286636352539,58.58009287070112,57.29336147370158,58.58009287070112,28246000,2330.TW
2012-03-29,56.95475387573242,57.22564553886796,56.48069734036678,57.22564553886796,49391000,2330.TW
2012-03-30,57.49653244018555,57.49653244018555,56.14207940351134,56.68385751808405,43730000,2330.TW
2012-04-02,57.63197708129883,57.699698701416885,56.88702892634335,57.42881222094465,23624000,2330.TW
2012-04-03,57.56424331665039,57.56424331665039,56.75157371302861,57.56424331665039,31241000,2330.TW
2012-04-05,56.27750015258789,56.887004808905694,56.27750015258788,56.41294850222864,42645000,2330.TW
2012-04-06,56.7515754699707,56.887018685825,56.27751388082567,56.887018685825,34072000,2330.TW
2012-04-09,56.20978546142578,56.61612022657674,55.53255913056523,55.53255913056523,23209000,2330.TW
2012-04-10,55.53256988525391,56.548409578276846,55.397126659582,56.27751796010516,33332000,2330.TW
2012-04-11,55.8034553527832,56.54840334552648,55.329393781526726,55.53256376446912,40711000,2330.TW
