Close_t+1,Close_t+2,Close_t+3,Close_t+4,Close_t+5
0.003848402879116336,0.005772638210855108,0.00833828983879753,0.0089796654643845,0.0089796654643845
0.005772638210855108,0.00833828983879753,0.0089796654643845,0.0089796654643845,0.007696914213210587
0.00833828983879753,0.0089796654643845,0.0089796654643845,0.007696914213210587,0.0089796654643845
0.0089796654643845,0.0089796654643845,0.007696914213210587,0.0089796654643845,0.0089796654643845
0.0089796654643845,0.007696914213210587,0.0089796654643845,0.0089796654643845,0.009621108874332651
0.007696914213210587,0.0089796654643845,0.0089796654643845,0.009621108874332651,0.005772638210855108
0.0089796654643845,0.0089796654643845,0.009621108874332651,0.005772638210855108,0.0
0.0089796654643845,0.009621108874332651,0.005772638210855108,0.0,0.001924194661122064
0.009621108874332651,0.005772638210855108,0.0,0.001924194661122064,0.004489886959681194
0.005772638210855108,0.0,0.001924194661122064,0.004489886959681194,0.0032070001397849213
0.0,0.001924194661122064,0.004489886959681194,0.0032070001397849213,0.005131235471523665
0.001924194661122064,0.004489886959681194,0.0032070001397849213,0.005131235471523665,0.005772638210855108
0.004489886959681194,0.0032070001397849213,0.005131235471523665,0.005772638210855108,0.005772638210855108
0.0032070001397849213,0.005131235471523665,0.005772638210855108,0.005772638210855108,0.0089796654643845
0.005131235471523665,0.005772638210855108,0.005772638210855108,0.0089796654643845,0.01026249805679183
0.005772638210855108,0.005772638210855108,0.0089796654643845,0.01026249805679183,0.009621108874332651
0.005772638210855108,0.0089796654643845,0.01026249805679183,0.009621108874332651,0.009621108874332651
0.0089796654643845,0.01026249805679183,0.009621108874332651,0.009621108874332651,0.007696914213210587
0.01026249805679183,0.009621108874332651,0.009621108874332651,0.007696914213210587,0.0089796654643845
0.009621108874332651,0.009621108874332651,0.007696914213210587,0.0089796654643845,0.00833828983879753
0.009621108874332651,0.007696914213210587,0.0089796654643845,0.00833828983879753,0.009621108874332651
0.007696914213210587,0.0089796654643845,0.00833828983879753,0.009621108874332651,0.0089796654643845
0.0089796654643845,0.00833828983879753,0.009621108874332651,0.0089796654643845,0.009621108874332651
0.00833828983879753,0.009621108874332651,0.0089796654643845,0.009621108874332651,0.009621108874332651
0.009621108874332651,0.0089796654643845,0.009621108874332651,0.009621108874332651,0.0089796654643845
0.0089796654643845,0.009621108874332651,0.009621108874332651,0.0089796654643845,0.012186733388530602
0.009621108874332651,0.009621108874332651,0.0089796654643845,0.012186733388530602,0.016035176938263646
0.009621108874332651,0.0089796654643845,0.012186733388530602,0.016035176938263646,0.017959385156257945
0.0089796654643845,0.012186733388530602,0.016035176938263646,0.017959385156257945,0.016035176938263646
0.012186733388530602,0.016035176938263646,0.017959385156257945,0.016035176938263646,0.017317982416926503
0.016035176938263646,0.017959385156257945,0.016035176938263646,0.017317982416926503,0.016035176938263646
0.017959385156257945,0.016035176938263646,0.017317982416926503,0.016035176938263646,0.020525023227328132
0.016035176938263646,0.017317982416926503,0.016035176938263646,0.020525023227328132,0.018600815009333832
0.017317982416926503,0.016035176938263646,0.020525023227328132,0.018600815009333832,0.017317982416926503
0.016035176938263646,0.020525023227328132,0.018600815009333832,0.017317982416926503,0.017959385156257945
0.020525023227328132,0.018600815009333832,0.017317982416926503,0.017959385156257945,0.017959385156257945
0.018600815009333832,0.017317982416926503,0.017959385156257945,0.017959385156257945,0.01475239857334526
0.017317982416926503,0.017959385156257945,0.017959385156257945,0.01475239857334526,0.015393747085187731
0.017959385156257945,0.017959385156257945,0.01475239857334526,0.015393747085187731,0.015393747085187731
0.017959385156257945,0.01475239857334526,0.015393747085187731,0.015393747085187731,0.016676593234467324
0.01475239857334526,0.015393747085187731,0.015393747085187731,0.016676593234467324,0.01924220419179304
0.015393747085187731,0.015393747085187731,0.016676593234467324,0.01924220419179304,0.019883606931124453
0.015393747085187731,0.016676593234467324,0.01924220419179304,0.019883606931124453,0.021807842262863225
0.016676593234467324,0.01924220419179304,0.019883606931124453,0.021807842262863225,0.023090647741526082
0.01924220419179304,0.019883606931124453,0.021807842262863225,0.023090647741526082,0.02437348033393341
0.019883606931124453,0.021807842262863225,0.023090647741526082,0.02437348033393341,0.025014869516392618
0.021807842262863225,0.023090647741526082,0.02437348033393341,0.025014869516392618,0.023090647741526082
0.023090647741526082,0.02437348033393341,0.025014869516392618,0.023090647741526082,0.021807842262863225
0.02437348033393341,0.025014869516392618,0.023090647741526082,0.021807842262863225,0.023732050480857525
0.025014869516392618,0.023090647741526082,0.021807842262863225,0.023732050480857525,0.023732050480857525
0.023090647741526082,0.021807842262863225,0.023732050480857525,0.023732050480857525,0.02437348033393341
0.021807842262863225,0.023732050480857525,0.023732050480857525,0.02437348033393341,0.025014869516392618
0.023732050480857525,0.023732050480857525,0.02437348033393341,0.025014869516392618,0.02565628581259627
0.023732050480857525,0.02437348033393341,0.025014869516392618,0.02565628581259627,0.02822189676992201
