Date,Ticker,Close,High,Low,Open,Volume
2013-12-02,AAPL,17.0977725982666,17.504100268404525,17.085055549847993,17.307760437628968,472544800.0
2013-12-02,TSMC,75.4415512084961,76.16347992819462,75.08058684864683,75.80251556834536,18860000.0
2013-12-03,AAPL,17.565820693969727,17.567682613823553,17.297830129955717,17.31706058154206,450968000.0
2013-12-03,TSMC,75.0805892944336,75.8025180376493,74.71962492282574,75.0805892944336,21820000.0
2013-12-04,AAPL,17.524883270263672,17.654846637867603,17.395229670551828,17.54039154302175,377809600.0
2013-12-04,TSMC,75.8025131225586,76.16347747076126,74.71962007795062,74.71962007795062,23415000.0
2013-12-05,AAPL,17.61482810974121,17.83939485326351,17.56861307368845,17.762161624799266,447580000.0
2013-12-05,TSMC,75.0805892944336,75.8025180376493,74.71962492282574,75.8025180376493,25185000.0
2013-12-06,AAPL,17.37041473388672,17.57916350188074,17.356458613916004,17.549386028575864,344352400.0
2013-12-06,TSMC,74.35865020751953,75.44154317170671,74.35865020751953,74.35865020751953,25116000.0
2013-12-09,AAPL,17.569232940673828,17.666937349716424,17.397706060555592,17.397706060555592,320493600.0
2013-12-09,TSMC,75.8025131225586,75.8025131225586,75.08058442615328,75.08058442615328,23911000.0
2013-12-10,AAPL,17.541940689086914,17.61421268012462,17.407014419541355,17.480836906432994,278269600.0
2013-12-10,TSMC,75.0805892944336,75.8025180376493,75.0805892944336,75.44155366604144,22217000.0
2013-12-11,AAPL,17.411975860595703,17.71005535030875,17.360178370466343,17.586915178773168,359718800.0
2013-12-11,TSMC,75.8025131225586,75.8025131225586,74.71962007795062,74.71962007795062,24563000.0
2013-12-12,AAPL,17.38654136657715,17.535425395824955,17.37072332884503,17.436170480668075,262290000.0
2013-12-12,TSMC,74.35865020751953,75.44154317170671,74.35865020751953,75.44154317170671,18272000.0
2013-12-13,AAPL,17.197023391723633,17.459121746262905,17.173451220894528,17.458190786318706,332822000.0
2013-12-13,TSMC,73.99771881103516,74.71964777504526,73.99771881103516,73.99771881103516,28244000.0
2013-12-16,AAPL,17.292245864868164,17.45167689213875,17.215014291441634,17.215324059243592,282592800.0
2013-12-16,TSMC,73.63672637939453,74.35865506938859,73.63672637939453,73.99769072439156,18669000.0
2013-12-17,AAPL,17.214397430419922,17.352424696860997,17.164458541247548,17.239831526825956,229902400.0
2013-12-17,TSMC,74.7196044921875,75.44153303800574,74.35864021927839,74.35864021927839,26199000.0
2013-12-18,AAPL,17.08350372314453,17.104596100453602,16.712224542793148,17.05031548946926,565863200.0
2013-12-18,TSMC,72.914794921875,74.35865224706063,72.914794921875,73.99768791576423,55359000.0
2013-12-19,AAPL,16.887781143188477,17.059617817359722,16.86513827296997,17.044109546748434,320308800.0
2013-12-19,TSMC,73.99771881103516,74.3586832930402,73.27578984702505,73.63675432903011,27684000.0
2013-12-20,AAPL,17.029226303100586,17.109562218755382,16.898953143630102,16.91787383622158,436413600.0
2013-12-20,TSMC,73.63672637939453,74.71961941438562,73.2757620343975,73.2757620343975,37568000.0
2013-12-23,AAPL,17.682758331298828,17.702298551926855,17.455400343725316,17.61793071733835,501306400.0
2013-12-23,TSMC,75.0805892944336,75.44155366604144,74.3586605512179,74.3586605512179,28261000.0
