Date,Ticker_ID,Open_Scaled,High_Scaled,Low_Scaled,Close_Scaled,Volume_Scaled
2013-12-02,0,0.04709981848724221,0.04668127229130281,0.04362679699037697,0.03884873952999235,0.7504063105019201
2013-12-02,1,0.01818653635740919,0.015705404124296773,0.01603661775426124,0.01811640563702488,0.8850041560484392
2013-12-03,0,0.04731238099844459,0.04812085897163998,0.04856238804800417,0.04959423834287824,0.7360597152524209
2013-12-03,1,0.013704846415319771,0.013493546848156956,0.013778588953258453,0.015889653250819702,0.8927056192230247
2013-12-04,0,0.05238464028071954,0.050086374632254405,0.05080258198197618,0.0486652652425712,0.6817242080288182
2013-12-04,1,0.01144799046321987,0.015705389101191347,0.01377855857353616,0.020332667884025657,0.8964326281875427
2013-12-05,0,0.057361346679130065,0.05421773527142193,0.05476121471347084,0.05070364973230257,0.7337448278804706
2013-12-05,1,0.01818655161459093,0.013493546848156956,0.013778588953258453,0.015889653250819702,0.9002822971687634
2013-12-06,0,0.05258763961473756,0.04838027563690983,0.04991227019933375,0.0451414017455658,0.6532604879360404
2013-12-06,1,0.009180345802959344,0.01127118953254369,0.011509689596243877,0.011404182262797935,0.9001373642598043
2013-12-09,0,0.04915108769163834,0.050358290038092335,0.05085938432081849,0.049671578295030994,0.6312190583449819
2013-12-09,1,0.01370481605006324,0.01349351665935572,0.016036602636118946,0.020332667884025657,0.8975399963747673
2013-12-10,0,0.05103804331112749,0.049171239584457016,0.05107282698177129,0.04905259021508557,0.5878528537262575
2013-12-10,1,0.015950989795412873,0.013493546848156956,0.01603663301776992,0.015889653250819702,0.8936581495459681
2013-12-11,0,0.05343358580228674,0.05132656516048084,0.04999776963341418,0.046092433626856,0.6666618892413085
2013-12-11,1,0.01144799046321987,0.01349351665935572,0.01377855857353616,0.020332667884025657,0.8989612094484349
2013-12-12,0,0.05002523459620356,0.04739113090422298,0.050240053730494116,0.045510678281313055,0.5696987605761068
2013-12-12,1,0.01595092464747605,0.01127118953254369,0.011509689596243877,0.011404182262797935,0.8833309110007913
2013-12-13,0,0.05052485009603003,0.04565990981582724,0.04568426722006991,0.041150384004051466,0.6428057896010095
2013-12-13,1,0.006902056388686351,0.0067951552408658245,0.009230170117763059,0.009145546018586082,0.9063381025166088
2013-12-16,0,0.04498121879045902,0.045490613666926416,0.046648219840804694,0.043346841517287515,0.5925852738239294
2013-12-16,1,0.006901878672453066,0.004540828158233534,0.006939265526895166,0.006875628963780578,0.8844664259032429
2013-12-17,0,0.04554396431661001,0.04322706792028819,0.04547541417753487,0.04155199974089974,0.5292413985866586
2013-12-17,1,0.009180282905780324,0.011271126996782233,0.011509626665106243,0.0136521687426705,0.9023675594870788
2013-12-18,0,0.041172432009306315,0.03752120605175424,0.03483678808394419,0.038516804255349646,0.805728350355702
2013-12-18,1,0.006901860901060264,0.00454081049118038,0.002324369483640343,0.002303011109463071,0.941889147101397
2013-12-19,0,0.04102850571494887,0.03647728323315991,0.0384641176962115,0.033937106706777964,0.6310420052443257
2013-12-19,1,0.00461256571022961,0.004541004831061457,0.004637611035664069,0.009145546018586082,0.9052801467283673
2013-12-20,0,0.03809009241229555,0.037636308083722314,0.03926206145251343,0.0372517570472326,0.7259892734790725
2013-12-20,1,0.0023117978300946085,0.006794978556711406,0.004637433246835965,0.006875628963780578,0.921408433078071
2013-12-23,0,0.05413142027928086,0.05115254009803882,0.052180590671651705,0.052236607931040346,0.7685436025094567
2013-12-23,1,0.009180410938486983,0.011271254293792499,0.01150975476693894,0.015889653250819702,0.9063698900128687
2013-12-24,0,0.05544742756728405,0.051959340405116405,0.05449345824303298,0.05054256205886998,0.4321332097136139
2013-12-24,1,0.013704781271479671,0.00903837822860698,0.011509689596243877,0.011404182262797935,0.8692508296249589
2013-12-25,0,0.05544742756728405,0.051959340405116405,0.05449345824303298,0.05054256205886998,0.4321332097136139
2013-12-25,1,0.006901848058652238,0.006794948120699029,0.009229961675250031,0.011404182262797935,0.8502144822365635
2013-12-26,0,0.05420113351992217,0.05030253270537077,0.05262002175419478,0.04788932716701133,0.4925598356644869
2013-12-26,1,0.009180410938486983,0.009038442985783046,0.01150975476693894,0.015889653250819702,0.8306293355635814
2013-12-27,0,0.051206515257121055,0.04673743580506651,0.049862231994032946,0.04519103598559515,0.5238290578944058
2013-12-27,1,0.011448005572244568,0.01127123912811534,0.011509739505378036,0.01811640563702488,0.8979252264133438
2013-12-30,0,0.04671644521811458,0.043687575776328424,0.04471065393563767,0.0412147370859095,0.559391994762815
2013-12-30,1,0.013704739568259239,0.01790686264754493,0.016036526113022198,0.02473406778078724,0.9299752794626566
2013-12-31,0,0.044375015839762444,0.044530082634890666,0.045921854413065955,0.04585132196623598,0.5200001652729291
2013-12-31,1,0.02041172652286516,0.01790706374423401,0.020520853384329296,0.022538677910104,0.898609474555282
2014-01-02,0,0.045451423269253555,0.04151417134820057,0.044494328169604636,0.04021688623581765,0.5355614365201911
2014-01-02,1,0.01818653635740919,0.015705404124296773,0.013778573690718776,0.01811640563702488,0.8731563699286315
2014-01-03,0,0.04343893223683892,0.039135733028377695,0.036039444445489455,0.0313898804210504,0.6934085912616847
2014-01-03,1,0.009180554146479558,0.004541004831061457,0.006939443327457884,0.009145546018586082,0.9228386852382496
2014-01-06,0,0.032267866001891576,0.034164399734780915,0.03097662170583826,0.03355020802260866,0.70877267361824
2014-01-06,1,0.00461256571022961,0.004541004831061457,0.006939443327457884,0.009145546018586082,0.8970851248212527
2014-01-07,0,0.0372849141220295,0.03355508005240626,0.03418593314960083,0.030699211387099412,0.6280570191626316
2014-01-07,1,0.006901878672453066,0.004540828158233534,0.006939265526895166,0.006875628963780578,0.8757720676267066
2014-01-08,0,0.03326569001072954,0.033264580169473534,0.034755361586579214,0.03320664852018873,0.5652659419869073
2014-01-08,1,0.009180410938486983,0.011271254293792499,0.009230026841726247,0.015889653250819702,0.9099069901682101
2014-01-09,0,0.039081428585849176,0.034207908401587606,0.03227965853338155,0.028102768337319617,0.5888212038814116
2014-01-09,1,0.006901860901060264,0.00454081049118038,0.0,0.002303011109463071,0.9495498739002033
2014-01-10,0,0.03401269484121472,0.02979298041460421,0.02911556367856627,0.02544538227697868,0.6159843844556114
2014-01-10,1,0.00461238800561059,0.0022758545246372996,0.004637433246835965,0.006875628963780578,0.9149836608061502
2014-01-13,0,0.02669113922545696,0.031036052449991303,0.028193129315092103,0.02751764043520688,0.6822788058830751
2014-01-13,1,0.009180345802959344,0.006794948120699029,0.009229961675250031,0.011404182262797935,0.8868888599176694
2014-01-14,0,0.03283314305987073,0.03411363453033278,0.03399347392240348,0.035343158800973384,0.6425655223401998
2014-01-14,1,0.006901785165544627,0.006794885592840583,0.006939171975616443,0.0136521687426705,0.8922655757138823
2014-01-15,0,0.04391075232869257,0.043765669318422074,0.04423411925299514,0.04324691168031447,0.6927596571657277
2014-01-15,1,0.01370481605006324,0.017906938694246755,0.016036602636118946,0.020332667884025657,0.9408678000341737
2014-01-16,0,0.04489572962017596,0.04138592987183176,0.04424863080658881,0.04102129531463139,0.528406554246895
2014-01-16,1,0.022626375487294847,0.024450682109793842,0.02496297888497967,0.029094900065548934,0.9359121795590005
2014-01-17,0,0.042450394906330624,0.03796643037958258,0.03564853554481173,0.031162011749004348,0.7191081069000615
2014-01-17,1,0.03138315917861201,0.028763173133696807,0.029363913711085488,0.03126011376753102,0.940031320627657
2014-01-20,0,0.042450394906330624,0.03796643037958258,0.03564853554481173,0.031162011749004348,0.7191081069000615
2014-01-20,1,0.027024935500435276,0.028763173133696807,0.029363913711085488,0.03126011376753102,0.8982728163339369
2014-01-21,0,0.03486049760952059,0.03652766252834372,0.03603206193023545,0.03728777346080547,0.6388184372483767
2014-01-21,1,0.03354733588424175,0.02876315658061701,0.024962901083735556,0.02691953675211245,0.8989719619290099
2014-01-22,0,0.04204177106786555,0.04169928245424326,0.04144274476567289,0.03905063006732523,0.6834868102385556
2014-01-22,1,0.0226263143750014,0.024450621349298984,0.024962917739691726,0.03126011376753102,0.9071805185143883
2014-01-23,0,0.04134510102272215,0.041136649932088876,0.039254771386033394,0.042404047282522006,0.7017200904499976
2014-01-23,1,0.033547352536159813,0.028763173133696807,0.03154920801998751,0.03126011376753102,0.9057096605811685
2014-01-24,0,0.04425336511754985,0.04050844412017618,0.039210446824688994,0.03511008249656977,0.7209835776280125
2014-01-24,1,0.02702482910493975,0.028763067351026184,0.02936380725814658,0.03341536238873033,0.9161350609754665
2014-01-27,0,0.04143854900445376,0.039923068800317374,0.039941592414717064,0.03832194045826309,0.7997109308885433
2014-01-27,1,0.022626295735955537,0.0200982613449443,0.016036602636118946,0.020332667884025657,0.950229788942904
2014-01-28,0,0.010640250082736724,0.010459292638520967,0.006782799706944065,0.005282424882516512,1.0
2014-01-28,1,0.022626295735955537,0.0200982613449443,0.016036602636118946,0.020332667884025657,0.950229788942904
2014-01-29,0,0.0069023610198497565,0.004566726940565813,0.004049376071179278,0.0007666077072168154,0.769462938514569
2014-01-29,1,0.022626295735955537,0.0200982613449443,0.016036602636118946,0.020332667884025657,0.950229788942904
2014-01-30,0,0.005800256339163701,0.0038895567880197213,0.0025204409167107755,0.0,0.8614539600589168
